trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,6,-81.14725011934486,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",20,8,-25.051283630059743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",25,4,14.290658512978986,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,0,17.876495804712945,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",25,10,5.474508541285027,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",20,0,-4.67793822744755,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",20,0,21.19859958404089,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,10,23.3682229964689,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,6,19.756843952131593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",20,2,-7.742788098423026,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",25,14,4.445500560816084,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",25,19,7.708627991565116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,10,14.81488305489165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,0,12.039962784932964,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",35,19,-13.944156746807122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",25,10,-14.515737295673372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",20,5,3.885022439179965,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",20,6,-7.503207402683943,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",20,3,11.477330619458861,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,0,-19.74740434645943,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
196,False,"{'a': 0.01, 'e': 0.140858420921045}",35,24,20.073172550034652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,10,17.71543582215328,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,7,19.987408929434935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",25,0,29.68516495122011,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",25,13,21.82641936788588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",25,11,-29.02354752025361,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",20,9,-26.238212684565294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",25,0,41.59311050557955,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.01, 'e': 0.1300287108784259}",20,0,-42.874062502405394,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,13,11.213382141434735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",25,6,24.2747178970599,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",25,14,17.90427631255815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",20,9,3.678347807570902,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",20,0,-83.29100174974215,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
210,False,"{'a': 0.01, 'e': 0.1224564282529819}",25,2,13.710028672390532,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",25,12,16.119199280590735,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",25,14,18.81897820928908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",20,12,9.34251820425549,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",25,3,-12.838577297833783,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",20,14,1.8342830366756222,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,12,0.9481257329750348,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",20,8,-11.780035202784086,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",35,0,10.887828269166253,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",20,16,4.626334424113165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,6,9.881725493489064,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",25,8,15.68801732332195,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,8,-43.6262596172712,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,11,11.326490397827989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,6,11.793637897480508,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",30,7,32.10276743603956,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.104350484754765}",30,18,23.52753739376952,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",30,16,19.615350453971182,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",30,19,16.566579417887866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",35,27,9.790856359458576,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.1002588437228037}",30,10,28.684221708112787,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.09926125155964566}",25,18,0.8302493402552027,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,6,12.88592959873288,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09729574708953276}",20,10,19.37499593800554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09632763823049303}",25,2,23.150759982552568,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09536916221554961}",35,19,18.347326292969644,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,7,24.92099610508987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09348072627805847}",30,15,8.873829454086465,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",20,0,12.74173633864256,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.01, 'e': 0.09162968387750484}",20,12,-9.557918138706532,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.09071795328941251}",20,0,32.2618152921744,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.01, 'e': 0.08981529457224763}",20,16,6.301253055004896,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08892161745938634}",25,9,18.235100812448664,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08803683258237255}",25,13,7.889937055439748,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.0871608514619813}",25,12,26.20997506248857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0862935864993705}",20,0,29.331845977586205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.01, 'e': 0.08543495096732123}",20,16,6.154381662807657,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08458485900156469}",25,10,27.49925963966261,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08374322559219596}",25,5,-28.936870629328737,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.01, 'e': 0.08290996657517266}",20,3,9.867839623979778,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",25,15,18.361151139966815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08126823924089167}",25,1,39.33574362450521,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08045960674953244}",25,0,29.45907515471592,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.01, 'e': 0.07965902028589801}",30,16,18.064308855364164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07886639979067495}",30,10,19.11463265921238,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07808166600115313}",25,1,27.61359360645441,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07730474044329974}",25,2,24.958651120789202,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07653554542391151}",25,0,-48.076509557842606,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
258,False,"{'a': 0.01, 'e': 0.07577400402284548}",30,0,8.114629426671788,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
259,False,"{'a': 0.01, 'e': 0.07502004008532698}",25,15,16.9560380107037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07427357821433388}",25,0,-36.342458165820084,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
261,False,"{'a': 0.01, 'e': 0.0735345437630571}",25,10,-20.382673942375906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,3,25.22438779245978,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,13,11.79950882044911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.07136126955638605}",20,0,27.081967331603824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,11,16.17081247997995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.06994822174465536}",25,11,16.32823791867009,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.069252225309346}",20,13,15.973148342460716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06856315415427791}",30,13,-5.258739229548926,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06788093937176144}",25,17,12.182570949654131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06720551273974976}",20,2,16.351455520440968,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06653680671501686}",20,10,3.1333855921871256,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06587475442640295}",25,17,14.954210548362813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,0,27.005825906528592,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",25,15,17.56555849179347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",30,16,26.955675285127786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.0632917683596407}",20,14,10.709765671151887,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.06266200474215315}",25,11,21.802564900086857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",30,14,29.575270699703722,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,10,20.62224627855639,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06081006262521795}",25,0,22.67930488818944,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
281,False,"{'a': 0.01, 'e': 0.06020499239237354}",25,0,35.315854832123954,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.01, 'e': 0.05960594270893937}",30,7,10.827399441042337,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05901285366944784}",25,1,-20.519074644567176,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
284,False,"{'a': 0.01, 'e': 0.05842566596450083}",25,2,19.08188926353236,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,3,-2.256082937861802,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.05726876026546736}",20,5,15.788799445737594,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.0566989265798469}",20,0,15.3708886699066,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",30,18,23.072542522067025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.05557621261148306}",20,1,22.846326411320174,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05502322005640723}",25,7,27.26752393669646,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05447572986918986}",20,5,18.68159328219119,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05393368730035602}",20,12,7.541115359596943,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",20,0,22.863193191111986,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05286572873835037}",20,12,14.407358255291932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05233970594843238}",20,3,12.038662536593579,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05181891717272583}",20,14,-31.493848021765537,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.01, 'e': 0.05130331033191911}",20,0,28.890377786174458,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.01, 'e': 0.0507928338648985}",25,13,10.648372709573522,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,0,25.578681793664657,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.049787068367863944}",30,23,12.298266347342832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.04929167876046215}",20,10,16.566248213066242,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04880121836201296}",20,9,19.868765511637925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.04831563812606777}",20,16,7.309898626505216,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.04783488949419837}",35,5,24.759058713186857,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04735892439114091}",35,15,25.61290024342584,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.046887695219988486}",30,15,26.65370299986907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.04642115485743125}",25,4,33.08186659054978,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.045959256649044204}",20,10,5.9029560192445585,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.04550195440462157}",25,11,11.516709628677404,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.0450492023935578}",25,0,39.421674803481324,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.01, 'e': 0.044600955340274535}",20,12,15.651033923160245,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.04415716841969286}",20,10,14.72368863569482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04371779725275094}",25,11,24.636369063808775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.043282797901965896}",25,14,21.67733706671922,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.04285212686704019}",20,11,11.483458340918894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.042425741080511385}",25,3,26.874393024467583,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.04200359790344555}",25,14,0.7152579680416569,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.04158565512117316}",20,0,2.1863710890123613,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
319,False,"{'a': 0.01, 'e': 0.04117187093906774}",25,16,16.03445882089058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.04076220397836621}",20,12,11.25436540308922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.04035661327203115}",25,17,14.91270309369481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.039955058260653896}",30,16,29.023333408030513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039557498788398725}",30,1,29.71596250204344,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039163895098987066}",25,8,31.663428968368343,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.03877420783172201}",20,0,5.356795390217593,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
326,False,"{'a': 0.01, 'e': 0.038388398017552054}",25,10,27.386115872132976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038006427075174314}",25,12,11.226971164076543,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.0376282568071762}",20,14,11.284212862689674,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.03725384939621581}",25,16,16.921585795606525,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.036883167401239994}",20,8,22.086357148700813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.0365161737537404}",30,22,-37.908097035200555,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.01, 'e': 0.03615283175404641}",20,5,24.804516939786865,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.0357931050676553}",20,9,16.45367270227579,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.03543695772159864}",25,4,28.849437456273364,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.035084354100845025}",20,5,3.5145182671719946,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.03473525894473856}",25,17,17.217884215675937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03438963734347271}",25,12,20.86676356976228,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.034047454734599344}",20,10,20.243756099603427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.033708676899572396}",25,3,24.79770149902761,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.03337326996032608}",20,0,26.437294198246796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.01, 'e': 0.03304120037588693}",25,4,-7.162327021199802,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.01, 'e': 0.03271243493901982}",20,9,19.034131666237762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.03238694077290704}",20,15,8.328969575091541,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.03206468532786077}",25,2,38.4706795787971,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.03174563637806794}",25,4,32.8386626617373,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03142976201836771}",30,15,23.008903368004344,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.03111703066106086}",25,2,22.80740669111253,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.030807411032751076}",30,21,17.894862160396045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.030500872171217483}",20,8,25.198810566456974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.0301973834223185}",20,6,-21.549727331377163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
351,False,"{'a': 0.01, 'e': 0.029896914436926308}",20,2,26.22365546186714,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.029599435167892}",20,11,12.960326414260612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029304915867040746}",30,18,20.2403671218486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.029013327082197053}",25,17,3.6464847530076296,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.028724639654239423}",25,2,33.47608723126754,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.028438824714184505}",20,3,-60.10366474790127,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
357,False,"{'a': 0.01, 'e': 0.028155853680300096}",25,3,-11.935366696686266,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.01, 'e': 0.027875698255247015}",25,8,26.13326775944372,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.027598330423249287}",25,14,19.89226263401406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.02732372244729256}",25,7,29.07088374993297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
